fname,lambda_010,lambda_025,lambda_050,lambda_075,lambda_100,lambda_inf,lambda_000
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-129408.jpg,0.5189152359962463,0.48564913868904114,0.551473081111908,0.5105195641517639,0.5436655879020691,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-130432.jpg,0.5566840767860413,0.6621143817901611,0.49763941764831543,0.45506566762924194,0.47389671206474304,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-131456.jpg,0.5274362564086914,0.5918985605239868,0.44704753160476685,0.526741087436676,0.5112349987030029,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-132480.jpg,0.5239881873130798,0.5540114641189575,0.6102160215377808,0.6073104739189148,0.4669874310493469,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-133504.jpg,0.5734573006629944,0.49835386872291565,0.5119229555130005,0.5436187982559204,0.4642312526702881,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-134528.jpg,0.5612308979034424,0.4482824206352234,0.5211756825447083,0.5473992228507996,0.4744643568992615,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-135552.jpg,0.5131810903549194,0.5513829588890076,0.48315563797950745,0.5632225275039673,0.4320855438709259,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-136576.jpg,0.5285758972167969,0.554423451423645,0.5158786773681641,0.5302642583847046,0.46945998072624207,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-137600.jpg,0.5469278693199158,0.4705507755279541,0.5271625518798828,0.5588905811309814,0.5272420048713684,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-138624.jpg,0.4897852838039398,0.5382351279258728,0.5027012228965759,0.5409764647483826,0.5315042734146118,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-139648.jpg,0.47765791416168213,0.4897482395172119,0.4996272325515747,0.5144574046134949,0.5001974105834961,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-140672.jpg,0.5443747639656067,0.5202381610870361,0.501029908657074,0.5641795992851257,0.5338077545166016,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-141696.jpg,0.5203746557235718,0.5604048371315002,0.5836431384086609,0.5549309253692627,0.5377971529960632,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-142720.jpg,0.5382307767868042,0.5685716867446899,0.6266226768493652,0.5751912593841553,0.5713783502578735,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-143744.jpg,0.5547338724136353,0.5860115885734558,0.5236765146255493,0.5596277713775635,0.5500214099884033,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-144768.jpg,0.5889554023742676,0.5697433352470398,0.5250140428543091,0.5210347771644592,0.555722713470459,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-145792.jpg,0.6035866737365723,0.6086665987968445,0.5362570881843567,0.4630416929721832,0.5361539721488953,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-146816.jpg,0.5853203535079956,0.5267934203147888,0.5200340151786804,0.4888845682144165,0.5657231211662292,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-147840.jpg,0.5729420781135559,0.5341906547546387,0.5795878171920776,0.4761792719364166,0.5423331260681152,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-148864.jpg,0.5540516972541809,0.5222566723823547,0.5671660304069519,0.4757070541381836,0.507243275642395,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-149888.jpg,0.5348115563392639,0.4266495406627655,0.562743067741394,0.5152835845947266,0.5609435439109802,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-150912.jpg,0.5964457392692566,0.5444921255111694,0.5429851412773132,0.5461583137512207,0.5272696614265442,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-151936.jpg,0.5417713522911072,0.5665627717971802,0.49427157640457153,0.4641667604446411,0.5710103511810303,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-152960.jpg,0.5253775715827942,0.5782528519630432,0.542591392993927,0.5189470648765564,0.567468523979187,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-153984.jpg,0.5702934861183167,0.5841217041015625,0.6389481425285339,0.5272111296653748,0.5380716323852539,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-155008.jpg,0.5501378774642944,0.590133786201477,0.5095333456993103,0.6281968951225281,0.6086788177490234,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-156032.jpg,0.6083322167396545,0.6184231042861938,0.5274112224578857,0.5557877421379089,0.5343788266181946,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-157056.jpg,0.5410783290863037,0.557121753692627,0.5199127197265625,0.5435192584991455,0.501592218875885,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-158080.jpg,0.5732160806655884,0.5173099040985107,0.5261334776878357,0.587418794631958,0.5378930568695068,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-159104.jpg,0.5566967129707336,0.4921010434627533,0.5398051142692566,0.537345826625824,0.5207597613334656,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-160128.jpg,0.49283304810523987,0.5288782715797424,0.5319246649742126,0.45896247029304504,0.6329931616783142,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_100672-161152.jpg,0.47965461015701294,0.5995878577232361,0.5011332035064697,0.5333297252655029,0.47249463200569153,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-103808.jpg,0.577427327632904,0.5213303565979004,0.5408907532691956,0.4947337806224823,0.6270565986633301,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-105856.jpg,0.5361250638961792,0.45247384905815125,0.4489557445049286,0.5152511596679688,0.5001220107078552,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-106880.jpg,0.5509685277938843,0.4958440959453583,0.5727537274360657,0.5748139023780823,0.5382412075996399,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-107904.jpg,0.5601530075073242,0.4870857000350952,0.5226362943649292,0.49743303656578064,0.5570729374885559,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-108928.jpg,0.5542752742767334,0.5976700186729431,0.548238217830658,0.5573989152908325,0.5332241058349609,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-109952.jpg,0.5912091135978699,0.5001984238624573,0.4695858061313629,0.5241835713386536,0.5290651917457581,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-110976.jpg,0.5626168847084045,0.5465668439865112,0.5456181764602661,0.4984894394874573,0.49042603373527527,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-112000.jpg,0.5461231470108032,0.5268110036849976,0.5763471126556396,0.5438700318336487,0.5018976926803589,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-113024.jpg,0.5504754781723022,0.4894982576370239,0.5126751661300659,0.5170534253120422,0.5414065718650818,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-114048.jpg,0.53788161277771,0.4759313464164734,0.48503631353378296,0.5716050863265991,0.4993036091327667,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-115072.jpg,0.5529537200927734,0.4812203049659729,0.5553527474403381,0.5657445192337036,0.4736648499965668,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-116096.jpg,0.57945317029953,0.5297324657440186,0.5278406739234924,0.5621676445007324,0.48693448305130005,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-117120.jpg,0.5492190718650818,0.5852478742599487,0.5243313312530518,0.48403245210647583,0.5634840726852417,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-118144.jpg,0.6298920512199402,0.5461657047271729,0.5192365646362305,0.5882935523986816,0.46883901953697205,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-119168.jpg,0.556522786617279,0.4918517768383026,0.5602413415908813,0.554675281047821,0.513131320476532,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-120192.jpg,0.566076934337616,0.4696453809738159,0.5731861591339111,0.5564752817153931,0.5566960573196411,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-121216.jpg,0.5596424341201782,0.600924551486969,0.5545526146888733,0.586259663105011,0.5301698446273804,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-122240.jpg,0.5298904180526733,0.4988461136817932,0.492725133895874,0.56855708360672,0.5576519966125488,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-123264.jpg,0.552540123462677,0.5728054642677307,0.5850721597671509,0.576107382774353,0.49097248911857605,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-124288.jpg,0.5601839423179626,0.5337427854537964,0.5158457159996033,0.5401811003684998,0.5261985659599304,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-125312.jpg,0.4865582287311554,0.5123125910758972,0.46307462453842163,0.5965592861175537,0.4849832355976105,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-126336.jpg,0.518852174282074,0.5154955387115479,0.5169594883918762,0.5399414896965027,0.5429061651229858,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-127360.jpg,0.550601601600647,0.5606592893600464,0.5254273414611816,0.5154160857200623,0.5135899186134338,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-128384.jpg,0.5165522694587708,0.5384724140167236,0.4729161560535431,0.582709014415741,0.520176351070404,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-129408.jpg,0.49658140540122986,0.47346052527427673,0.45595651865005493,0.5185866951942444,0.44261434674263,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-130432.jpg,0.527681827545166,0.4828488528728485,0.39852190017700195,0.5282997488975525,0.5029967427253723,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-131456.jpg,0.532230019569397,0.5378020405769348,0.4304060935974121,0.5572724938392639,0.4687967002391815,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-132480.jpg,0.4906441867351532,0.5045903325080872,0.5522725582122803,0.5794433951377869,0.4991760551929474,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-133504.jpg,0.5574339628219604,0.5657512545585632,0.4837956726551056,0.5614147186279297,0.4864928722381592,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-134528.jpg,0.4693843722343445,0.4815824031829834,0.48117536306381226,0.5406670570373535,0.5445020198822021,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-135552.jpg,0.46731066703796387,0.5307362675666809,0.5346959829330444,0.4955696761608124,0.45462915301322937,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-136576.jpg,0.568534255027771,0.508231520652771,0.5000800490379333,0.5091648101806641,0.4776976704597473,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-137600.jpg,0.5284544229507446,0.4460751414299011,0.5297297239303589,0.5928928852081299,0.5231420993804932,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-138624.jpg,0.5079439878463745,0.5355989336967468,0.5583192706108093,0.546231746673584,0.49494683742523193,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-139648.jpg,0.5238533616065979,0.5432249307632446,0.5477820038795471,0.5570525527000427,0.5361356735229492,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-140672.jpg,0.5067235231399536,0.5204267501831055,0.5971906185150146,0.600983202457428,0.49442699551582336,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-141696.jpg,0.5114256739616394,0.5370177030563354,0.5648902058601379,0.547164261341095,0.49902722239494324,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-142720.jpg,0.4943583905696869,0.5485721826553345,0.5532631278038025,0.5943138599395752,0.519610583782196,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-143744.jpg,0.5773165225982666,0.5236241817474365,0.4888611435890198,0.603303074836731,0.4967580735683441,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-144768.jpg,0.4798964560031891,0.49176543951034546,0.5492586493492126,0.5468207001686096,0.5174411535263062,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-145792.jpg,0.5851551294326782,0.5166923403739929,0.495760977268219,0.5260642766952515,0.5763880610466003,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-146816.jpg,0.6486952304840088,0.5569489002227783,0.5660086870193481,0.5281913876533508,0.5397818088531494,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-147840.jpg,0.5920183658599854,0.515159547328949,0.518429160118103,0.5002139806747437,0.5157349705696106,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-148864.jpg,0.5463277101516724,0.4920524060726166,0.5003796815872192,0.5148211717605591,0.5412468910217285,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-149888.jpg,0.5567529797554016,0.5439918637275696,0.5640712976455688,0.5319390296936035,0.5221608281135559,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-150912.jpg,0.5952627658843994,0.5201983451843262,0.5586596727371216,0.5193922519683838,0.5333306789398193,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-151936.jpg,0.5853288769721985,0.5673596858978271,0.5901902914047241,0.5190789699554443,0.48881399631500244,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-152960.jpg,0.5465285778045654,0.5610054731369019,0.5077893137931824,0.5269734859466553,0.5737089514732361,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-153984.jpg,0.5654485821723938,0.5925929546356201,0.500251829624176,0.5551679134368896,0.4875127077102661,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-155008.jpg,0.5874063968658447,0.5151407718658447,0.45064154267311096,0.5362037420272827,0.5204936265945435,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-156032.jpg,0.5409164428710938,0.5053686499595642,0.4353594183921814,0.614012598991394,0.4297078549861908,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-157056.jpg,0.5476053357124329,0.5465388298034668,0.4703013002872467,0.5455634593963623,0.48415839672088623,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-158080.jpg,0.529621422290802,0.5078988075256348,0.4716523289680481,0.5413130521774292,0.4852522909641266,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_101696-159104.jpg,0.49868646264076233,0.6310390830039978,0.5328901410102844,0.5248897075653076,0.49029740691185,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-103808.jpg,0.5362799763679504,0.6052121520042419,0.4700804054737091,0.5038099884986877,0.5488760471343994,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-105856.jpg,0.4990308880805969,0.5288875102996826,0.4420287013053894,0.5162043571472168,0.4822918474674225,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-106880.jpg,0.5390498042106628,0.503311276435852,0.4982992708683014,0.5697096586227417,0.5304079055786133,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-107904.jpg,0.5628432631492615,0.4740402102470398,0.49527662992477417,0.4937392771244049,0.5489722490310669,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-108928.jpg,0.55544513463974,0.5340632796287537,0.5367172360420227,0.5409371256828308,0.49537596106529236,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-109952.jpg,0.5287272930145264,0.6412605047225952,0.6050369739532471,0.5624033808708191,0.4696047902107239,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-110976.jpg,0.5795812606811523,0.6157097816467285,0.5279954671859741,0.5296484231948853,0.4639398753643036,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-112000.jpg,0.5784044861793518,0.5240302681922913,0.5042304396629333,0.4642505347728729,0.5347143411636353,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-113024.jpg,0.5855966210365295,0.5693553686141968,0.5537239909172058,0.5975239872932434,0.5428152680397034,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-114048.jpg,0.5419656038284302,0.5205996632575989,0.4894945025444031,0.5027635097503662,0.5518593788146973,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-115072.jpg,0.5692373514175415,0.5154672861099243,0.562129557132721,0.4877752959728241,0.542853832244873,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-116096.jpg,0.5741498470306396,0.47036027908325195,0.5788970589637756,0.5657938718795776,0.5209240913391113,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-117120.jpg,0.615979015827179,0.5446494817733765,0.5051169991493225,0.5505269169807434,0.4943941533565521,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-118144.jpg,0.5905672311782837,0.5132899880409241,0.5309092402458191,0.5295941829681396,0.5544168949127197,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-119168.jpg,0.5378351211547852,0.5409092903137207,0.47156280279159546,0.4905543327331543,0.5593419075012207,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-120192.jpg,0.5523033142089844,0.4839375615119934,0.5132061839103699,0.5246581435203552,0.5193252563476562,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-121216.jpg,0.5640990138053894,0.5117622017860413,0.5752784609794617,0.5520480871200562,0.5223653316497803,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-122240.jpg,0.5635270476341248,0.5432005524635315,0.5971327424049377,0.5381355285644531,0.5431262850761414,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-123264.jpg,0.5528876185417175,0.5108142495155334,0.6198488473892212,0.575213611125946,0.6220815777778625,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-124288.jpg,0.5492118000984192,0.524661123752594,0.5355337262153625,0.5638243556022644,0.48184487223625183,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-125312.jpg,0.5310359001159668,0.48712557554244995,0.4405459463596344,0.5812432765960693,0.5022070407867432,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-126336.jpg,0.4879814088344574,0.5054166316986084,0.48440977931022644,0.5718683004379272,0.5202880501747131,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-127360.jpg,0.5184555053710938,0.48248979449272156,0.46628323197364807,0.5593664050102234,0.5068843960762024,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-128384.jpg,0.551813006401062,0.49648281931877136,0.477362722158432,0.5955414175987244,0.49656710028648376,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-129408.jpg,0.47144436836242676,0.49967873096466064,0.5655304193496704,0.5687624216079712,0.49445590376853943,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-130432.jpg,0.5080844759941101,0.48497167229652405,0.4849412441253662,0.5382068157196045,0.48487862944602966,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-131456.jpg,0.4757157564163208,0.5450603365898132,0.5013430714607239,0.5126387476921082,0.48786666989326477,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-132480.jpg,0.47582322359085083,0.5426334738731384,0.579078197479248,0.5528031587600708,0.5187221169471741,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-133504.jpg,0.5698593854904175,0.5717170238494873,0.5306586027145386,0.5145875811576843,0.56067955493927,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-134528.jpg,0.5306181907653809,0.5195982456207275,0.5486056208610535,0.5163930654525757,0.5290185213088989,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-135552.jpg,0.5013773441314697,0.5098028779029846,0.4894272983074188,0.5504175424575806,0.5246519446372986,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-136576.jpg,0.5444411635398865,0.5374712944030762,0.5119821429252625,0.5405666828155518,0.5097970962524414,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-137600.jpg,0.5480940341949463,0.4882091283798218,0.5209212303161621,0.5827333331108093,0.4649832844734192,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-138624.jpg,0.583360493183136,0.4692816436290741,0.5128247737884521,0.5320045948028564,0.5086662769317627,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-139648.jpg,0.566167414188385,0.4791852533817291,0.5184723734855652,0.447319895029068,0.5061661005020142,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-140672.jpg,0.49109235405921936,0.5940842628479004,0.504112184047699,0.47711795568466187,0.5159742832183838,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-141696.jpg,0.5558711886405945,0.5169224739074707,0.5731819272041321,0.6124463677406311,0.526613712310791,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-142720.jpg,0.5593926906585693,0.5852461457252502,0.5518237352371216,0.6004737019538879,0.4634525179862976,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-143744.jpg,0.5709510445594788,0.5212060809135437,0.5166815519332886,0.5130031704902649,0.49207550287246704,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-144768.jpg,0.5016627907752991,0.506876528263092,0.46967196464538574,0.5878763198852539,0.5637184381484985,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-145792.jpg,0.5916053056716919,0.528063952922821,0.5116837620735168,0.5389527678489685,0.5037174224853516,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-146816.jpg,0.5934277176856995,0.5082480311393738,0.5607020854949951,0.5191435217857361,0.5696043968200684,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-147840.jpg,0.5639495253562927,0.5466692447662354,0.5445235967636108,0.5033919215202332,0.5457985401153564,0,1
Demo_TCGA-BRCA/HR/Demo_TCGA-BRCA_102720-148864.jpg,0.6121939420700073,0.5329082012176514,0.5640559196472168,0.4927384555339813,0.5070297718048096,0,1
